ORDER	ORTHOGRAPHY	IPA	FREQUENCY
62470	poising	pˈɔ‍ɪzɪŋ	2
62471	poilu	pˈɔ‍ɪluː	2
62472	podiatrists	pˈə‍ʊdɪˌætɹɪsts	2
62473	podia	pˈə‍ʊdiɐ	2
62474	pockmark	pˈɒkmɑːk	2
62475	pocketknife	pˈɒkɪtnˌa‍ɪf	2
62476	pocketbooks	pˈɒkɪtbˌʊks	2
62477	plushy	plˈʌʃi	2
62478	plushest	plˈʌʃəst	2
62479	plumose	plˈuːmə‍ʊz	2
62480	pluming	plˈuːmɪŋ	2
62481	plumaged	plˈuːmɪd‍ʒd	2
62482	plodders	plˈɒdəz	2
62483	pliability	plˌa‍ɪəbˈɪlɪti	2
62484	plexor	plˈɛksɐ	2
62485	plesiosaurus	plˌiːzɪəsˈɔːɹəs	2
62486	plenum	plˈɛnəm	2
62487	plenteously	plˈɛnti‍əsli	2
62488	pleaches	plˈiːt‍ʃɪz	2
62489	playlet	plˈe‍ɪlət	2
62490	playgoers	plˈe‍ɪɡə‍ʊəz	2
62491	playacting	plˈe‍ɪæktɪŋ	2
62492	platonically	plætˈɒnɪkli	2
62493	plasticiser	plˈɑːstɪsˌa‍ɪzɐ	2
62494	plasmic	plˈæzmɪk	2
62495	plantigrade	plˈɑːntɪɡɹˌe‍ɪd	2
62496	plannings	plˈænɪŋz	2
62497	planish	plˈænɪʃ	2
62498	planetoid	plˈænɪtˌɔ‍ɪd	2
62499	planeloads	plˈe‍ɪnlə‍ʊdz	2
62500	placket	plˈækɪt	2
62501	placers	plˈe‍ɪsəz	2
62502	placeman	plˈe‍ɪsmən	2
62503	placatory	plɐkˈætəɹˌi	2
62504	pitons	pˈɪtənz	2
62505	pitheads	pˈɪthɛdz	2
62506	pissoir	pˈɪswɑː	2
62507	piscina	pˈɪsɪnɐ	2
62508	pirogue	pˈɪɹə‍ʊɡ	2
62509	pipeful	pˈa‍ɪpfə‍l	2
62510	pinxit	pˈɪŋksɪt	2
62511	pinups	pˈɪnʌps	2
62512	pinery	pˈa‍ɪnəɹi	2
62513	pinafores	pˈɪnɐfˌɔːz	2
62514	pimpled	pˈɪmpə‍ld	2
62515	pilings	pˈa‍ɪlɪŋz	2
62516	pilfers	pˈɪlfəz	2
62517	pilferer	pˈɪlfəɹɐ	2
62518	pileups	pˈa‍ɪlʌps	2
62519	piggybacked	pˈɪɡɪbˌækt	2
62520	pigeonholing	pˈɪd‍ʒənhˌə‍ʊlɪŋ	2
62521	picturesqueness	pˌɪkt‍ʃəɹˈɛsknəs	2
62522	picturesquely	pˌɪkt‍ʃəɹˈɛskli	2
62523	pictographs	pˈɪktəɡɹˌæfz	2
62524	pickiest	pˈɪkiəst	2
62525	picketers	pˈɪkɛtəz	2
62526	piccaninny	pˈɪkɐnˌɪni	2
62527	phylacteries	fˈa‍ɪlɐktəɹiz	2
62528	photosynthesises	fˌə‍ʊtə‍ʊsˈɪnθəsˌa‍ɪzɪz	2
62529	photoreceptor	fˌə‍ʊtə‍ʊɹɪsˈɛptɐ	2
62530	photometric	fˌə‍ʊtə‍ʊmˈɛtɹɪk	2
62531	photometer	fə‍ʊtˈɒmɪtɐ	2
62532	photojournalists	fˌə‍ʊtə‍ʊd‍ʒˈɜːnəlˌɪsts	2
62533	photochemical	fˌə‍ʊtə‍ʊkˈɛmɪkə‍l	2
62534	phonographic	fˌɒnəɡɹˈæfɪk	2
62535	phoniness	fˈə‍ʊnɪnəs	2
62536	phonemes	fˈə‍ʊniːmz	2
62537	phocomelia	fˌɒkəmˈiːli‍ə	2
62538	philology	fɪlˈɒləd‍ʒi	2
62539	philistinism	fˈɪlɪstˌɪnɪzəm	2
62540	philippics	fɪlˈɪpɪks	2
62541	philippic	fɪlˈɪpɪk	2
62542	philatelists	fɪlˈætɪlˌɪsts	2
62543	philanderers	fɪlˈændəɹəz	2
62544	philander	fɪlˈændɐ	2
62545	phenyl	fˈiːna‍ɪl	2
62546	phenobarbital	fˈɛnəbˌɑːbɪtə‍l	2
62547	pharmacologists	fˌɑːmɐkˈɒləd‍ʒˌɪsts	2
62548	petuntse	pˈɛtəntsˌi	2
62549	petrifies	pˈɛtɹɪfˌa‍ɪz	2
62550	petiole	pˈɛtɪˌə‍ʊl	2
62551	petersham	pˈiːtəʃəm	2
62552	pesters	pˈɛstəz	2
62553	peskier	pˈɛskiɐ	2
62554	perturbations	pətəbˈe‍ɪʃənz	2
62555	personalty	pˈɜːsənə‍lti	2
62556	persimmons	pˈɜːsɪmənz	2
62557	perplexity	pəplˈɛksɪti	2
62558	perplexingly	pəplˈɛksɪŋli	2
62559	perpetrates	pˈɜːpɪtɹˌe‍ɪts	2
62560	permanents	pˈɜːmənənts	2
62561	perkiness	pˈɜːkinəs	2
62562	peritoneum	pˌɛɹɪtˈə‍ʊniːəm	2
62563	peristaltic	pˌɛɹɪstˈæltɪk	2
62564	peripherality	pəɹˌɪfəɹˈælɪti	2
62565	periodontist	pˈi‍əɹɪədˌɒntɪst	2
62566	pericarp	pˈɛɹɪkˌɑːp	2
62567	perfusing	pəfjˈuːzɪŋ	2
62568	perfuming	pˈɜːfjuːmɪŋ	2
62569	peregrinations	pˌɛɹəɡɹɪnˈe‍ɪʃənz	2
62570	percutaneous	pˌɜːkjuːtˈe‍ɪni‍əs	2
62571	perchlorate	pˈɜːklɔːɹˌe‍ɪt	2
62572	perceivable	pəsˈiːvəbə‍l	2
62573	percale	pˈɜːke‍ɪl	2
62574	perambulators	pˈɛɹɐmbjˌʊle‍ɪtəz	2
62575	perambulated	pəɹˈæmbjʊlˌe‍ɪtɪd	2
62576	peptide	pˈɛpta‍ɪd	2
62577	pentose	pˈɛntə‍ʊz	2
62578	pentathletes	pˈɛntɐθlˌiːts	2
62579	pentadactyl	pˈɛntɐdˌækta‍ɪl	2
62580	penname	pˈɛnne‍ɪm	2
62581	penna	pˈɛnɐ	2
62582	penetrable	pˈɛnɪtɹəbə‍l	2
62583	penances	pˈɛnənsɪz	2
62584	pekoe	pˈiːkə‍ʊ	2
62585	pejoratively	pəd‍ʒˈɒɹətˌɪvli	2
62586	peevishness	pˈiːvɪʃnəs	2
62587	peevishly	pˈiːvɪʃli	2
62588	pedicured	pˈɛdɪkjˌɔːd	2
62589	pedicel	pˈɛdɪsə‍l	2
62590	peccadillos	pˌɛkɐdˈɪlə‍ʊz	2
62591	pealed	pˈiːld	2
62592	paydays	pˈe‍ɪde‍ɪz	2
62593	paybacks	pˈe‍ɪbæks	2
62594	pathologic	pˌæθəlˈɒd‍ʒɪk	2
62595	paternalists	pətˈɜːnəlˌɪsts	2
62596	patentee	pˈe‍ɪtəntˌiː	2
62597	pastorale	pˈɑːstɔːɹˌe‍ɪl	2
62598	passkey	pˈɑːski	2
62599	passionflower	pˈæʃənflˌa‍ʊɐ	2
62600	passingly	pˈɑːsɪŋli	2
62601	passel	pˈɑːsə‍l	2
62602	passably	pˈɑːsəbli	2
62603	parvenus	pˈɑːvənəs	2
62604	partizan	pˈɑːtɪzən	2
62605	participles	pɑːtˈɪsɪpə‍lz	2
62606	participative	pɑːtˈɪsɪpətˌɪv	2
62607	parring	pˈɑːɹɪŋ	2
62608	parlourmaid	pˈɑːləmˌe‍ɪd	2
62609	parlor	pˈɑːlɐ	2
62610	parliamentarianism	pˌɑːləməntˈe‍əɹi‍ənˌɪzəm	2
62611	parkways	pˈɑːkwe‍ɪz	2
62612	parenteral	pˈe‍əɹəntəɹə‍l	2
62613	parching	pˈɑːt‍ʃɪŋ	2
62614	parch	pˈɑːt‍ʃ	2
62615	parcelling	pˈɑːsəlɪŋ	2
62616	parascending	pˈæɹəsəndɪŋ	2
62617	parametric	pˌæɹəmˈɛtɹɪk	2
62618	paramecium	pˌæɹəmˈiːsi‍əm	2
62619	papilla	pæpˈɪlɐ	2
62620	paperer	pˈe‍ɪpəɹɐ	2
62621	pantsuit	pˈɑːntsuːt	2
62622	pantiled	pˈɑːnta‍ɪld	2
62623	panicle	pˈænɪkə‍l	2
62624	panhandlers	pˈænhændləz	2
62625	panful	pˈænfə‍l	2
62626	pandanus	pˈændænəs	2
62627	panatellas	pˌæne‍ɪtˈɛləz	2
62628	pamphleteers	pˌæmflɪtˈi‍əz	2
62629	pampero	pæmpˈe‍əɹə‍ʊ	2
62630	palsied	pˈɔːlzid	2
62631	palpation	pælpˈe‍ɪʃən	2
62632	palpating	pˈælpe‍ɪtɪŋ	2
62633	palmy	pˈɑːmi	2
62634	palmette	pɑːmˈɛt	2
62635	palliasse	pˈælɪˌæs	2
62636	paleness	pˈe‍ɪlnəs	2
62637	palaeontological	pˌæliːˌɒntəlˈɒd‍ʒɪkə‍l	2
62638	palaeography	pˌæliːˈɒɡɹəfi	2
62639	paisano	pe‍ɪsˈɑːnə‍ʊ	2
62640	paintbox	pˈe‍ɪntbɒks	2
62641	pagination	pˌæd‍ʒɪnˈe‍ɪʃən	2
62642	paginated	pˈæd‍ʒɪnˌe‍ɪtɪd	2
62643	pacifies	pˈæsɪfˌa‍ɪz	2
62644	pacifiers	pˈæsɪfˌa‍ɪ‍əz	2
62645	pacificism	pæsˈɪfɪsˌɪzəm	2
62646	pacifically	pɐsˈɪfɪkli	2
62647	pachysandra	pˈæt‍ʃɪsˌændɹɐ	2
62648	pachyderms	pˈæt‍ʃa‍ɪdəmz	2
62649	pachisi	pˈæt‍ʃɪsˌi	2
62650	oxymorons	ˌɒksɪmˈɔːɹɒnz	2
62651	oxygenates	ˈɒksɪd‍ʒənˌe‍ɪts	2
62652	owlish	ˈa‍ʊlɪʃ	2
62653	ovules	ˈɒvjuːlz	2
62654	overwind	ˌə‍ʊvəwˈɪnd	2
62655	overviews	ˈə‍ʊvəvjˌuːz	2
62656	overvaluation	ˌə‍ʊvəvˌæljuːˈe‍ɪʃən	2
62657	overstress	ˌə‍ʊvəstɹˈɛs	2
62658	overstocking	ˌə‍ʊvəstˈɒkɪŋ	2
62659	overstock	ˌə‍ʊvəstˈɒk	2
62660	overstimulated	ˌə‍ʊvəstˈɪmjʊlˌe‍ɪtɪd	2
62661	overspread	ˌə‍ʊvəspɹˈɛd	2
62662	overspills	ˌə‍ʊvəspˈɪlz	2
62663	overrate	ˌə‍ʊvəɹˈe‍ɪt	2
62664	overprotection	ˌə‍ʊvəpɹətˈɛkʃən	2
62665	overprotected	ˌə‍ʊvəpɹətˈɛktɪd	2
62666	overproduced	ˌə‍ʊvəpɹədjˈuːst	2
62667	overprinted	ˌə‍ʊvəpɹˈɪntɪd	2
62668	overpays	ˌə‍ʊvəpˈe‍ɪz	2
62669	overmuch	ˌə‍ʊvəmˈʌt‍ʃ	2
62670	overmastering	ˌə‍ʊvəmˈɑːstəɹɪŋ	2
62671	overloads	ˌə‍ʊvəlˈə‍ʊdz	2
62672	overleaf	ˌə‍ʊvəlˈiːf	2
62673	overindulging	ˌə‍ʊvəɹɪndˈʌld‍ʒɪŋ	2
62674	overgrew	ˌə‍ʊvəɡɹˈuː	2
62675	overgeneralise	ˌə‍ʊvəd‍ʒˈɛnəɹəlˌa‍ɪz	2
62676	overfull	ˌə‍ʊvəfˈʊl	2
62677	overflight	ˌə‍ʊvəflˈa‍ɪt	2
62678	overfills	ˌə‍ʊvəfˈɪlz	2
62679	overexerted	ˌə‍ʊvəɹɛɡzˈɜːtɪd	2
62680	overexcite	ˌə‍ʊvəɹɛksˈa‍ɪt	2
62681	overemphasising	ˌə‍ʊvəɹˈɛmfɐsˌa‍ɪzɪŋ	2
62682	overemotional	ˌə‍ʊvəɹɪmˈə‍ʊʃənə‍l	2
62683	overelaborate	ˌə‍ʊvəɹɪlˈæbəɹˌe‍ɪt	2
62684	overeducated	ˌə‍ʊvəɹˈɛd‍ʒuːkˌe‍ɪtɪd	2
62685	overeager	ˌə‍ʊvəɹˈiːɡɐ	2
62686	overdrew	ˌə‍ʊvədɹˈuː	2
62687	overclothes	ˌə‍ʊvəklˈə‍ʊðz	2
62688	overbuy	ˌə‍ʊvəbˈa‍ɪ	2
62689	overbuilding	ˌə‍ʊvəbˈɪldɪŋ	2
62690	overbore	ˌə‍ʊvəbˈɔː	2
62691	overbook	ˈə‍ʊvəbˌʊk	2
62692	overbalancing	ˌə‍ʊvəbˈælənsɪŋ	2
62693	overawing	ˌə‍ʊvəɹˈɔːɹɪŋ	2
62694	overate	ˌə‍ʊvəɹˈe‍ɪt	2
62695	overacted	ˌə‍ʊvəɹˈæktɪd	2
62696	overachievers	ˌə‍ʊvəɹɐt‍ʃˈiːvəz	2
62697	outworked	a‍ʊtwˈɜːkt	2
62698	outstretch	a‍ʊtstɹˈɛt‍ʃ	2
62699	outstation	a‍ʊtstˈe‍ɪʃən	2
62700	outspend	a‍ʊtspˈɛnd	2
62701	outspan	a‍ʊtspˈæn	2
62702	outsoles	a‍ʊtsˈə‍ʊlz	2
62703	outsmarts	a‍ʊtsmˈɑːts	2
62704	outskirt	ˈa‍ʊtskɜːt	2
62705	outshined	a‍ʊtʃˈa‍ɪnd	2
62706	outroar	a‍ʊtɹˈɔː	2
62707	outreaches	a‍ʊtɹˈiːt‍ʃɪz	2
62708	outrange	a‍ʊtɹˈe‍ɪnd‍ʒ	2
62709	outpointing	a‍ʊtpˈɔ‍ɪntɪŋ	2
62710	outpaces	a‍ʊtpˈe‍ɪsɪz	2
62711	outmatch	a‍ʊtmˈæt‍ʃ	2
62712	outlandishly	a‍ʊtlˈændɪʃli	2
62713	outland	a‍ʊtlˈænd	2
62714	outlaid	a‍ʊtlˈe‍ɪd	2
62715	outgun	a‍ʊtɡˈʌn	2
62716	outfight	a‍ʊtfˈa‍ɪt	2
62717	outfaced	a‍ʊtfˈe‍ɪsd	2
62718	outcroppings	ˈa‍ʊtkɹɒpɪŋz	2
62719	ousts	ˈa‍ʊsts	2
62720	ouster	ˈa‍ʊstɐ	2
62721	otherworldliness	ˈʌðəwˌɜːldlinəs	2
62722	ostracise	ˈɒstɹɐsˌa‍ɪz	2
62723	ostium	ˈɒsti‍əm	2
62724	osteotomy	ˌɒstɪˈɒtəmi	2
62725	osteopaths	ˈɒstɪˌɒpɑːθs	2
62726	osteogenesis	ˌɒstɪə‍ʊd‍ʒˈɛnɪsˌɪs	2
62727	osteoblasts	ˈɒstɪˌɒblɑːsts	2
62728	ossicle	ˈɒsɪkə‍l	2
62729	oscillatory	ˈɒsɪlətəɹˌi	2
62730	orthotics	ɔːθˈɒtɪks	2
62731	orthodontists	ˈɔːθədˌɒntɪsts	2
62732	origination	əɹˌɪd‍ʒɪnˈe‍ɪʃən	2
62733	orients	ˈɔːɹi‍ənts	2
62734	orientalised	ˌɔːɹɪˈɛntəlˌa‍ɪzd	2
62735	orgasmically	ɔːɡˈæzmɪkli	2
62736	organelle	ˌɔːɡənˈɛl	2
62737	orderliness	ˈɔːdəlinəs	2
62738	orchitis	ɔːkˈa‍ɪtɪs	2
62739	optionally	ˈɒpʃənə‍li	2
62740	optima	ˈɒptɪmɐ	2
62741	opprobrious	ɒpɹˈɒbɹɪəs	2
62742	opining	ə‍ʊpˈa‍ɪnɪŋ	2
62743	oping	ˈə‍ʊpɪŋ	2
62744	opes	ˈə‍ʊps	2
62745	oped	ɒpˈɛd	2
62746	ooziness	ˈuːzɪnəs	2
62747	oolitic	uːlˈɪtɪk	2
62748	onerously	ˈə‍ʊnəɹəsli	2
62749	omphalos	ˈɒmfəlˌə‍ʊz	2
62750	omniscience	ɒmnˈɪsɪəns	2
62751	omnipresence	ɒmnˈɪpɹɛzəns	2
62752	omicron	ə‍ʊmˈɪkɹɒn	2
62753	oligarchies	ˈɒlɪɡˌɑːkɪz	2
62754	olfaction	ɒlfˈækʃən	2
62755	oldster	ˈə‍ʊldstɐ	2
62756	oka	ˈə‍ʊkɐ	2
62757	oinked	ˈɔ‍ɪŋkt	2
62758	ohs	ˈə‍ʊz	2
62759	ogler	ˈɒɡlɐ	2
62760	ogled	ˈɒɡə‍ld	2
62761	ogive	ˈɒɡɪv	2
62762	ogival	ˈɒd‍ʒɪvə‍l	2
62763	offertory	ˈɒfətəɹˌi	2
62764	offeror	ˈɒfəɹɐ	2
62765	offerer	ˈɒfəɹɐ	2
62766	odors	ˈə‍ʊdəz	2
62767	odontoid	ˈə‍ʊdəntˌɔ‍ɪd	2
62768	odometers	ə‍ʊdˈɒmɪtəz	2
62769	ochrey	ˈɒkɹi	2
62770	occlusions	əklˈuːʒənz	2
62771	occlude	əklˈuːd	2
62772	obtuseness	ɒbtjˈuːsnəs	2
62773	obtusely	ɒbtjˈuːsli	2
62774	observationally	ɒbzəvˈe‍ɪʃənə‍li	2
62775	obsequies	ɒbsˈɛkwɪz	2
62776	obscener	ɒbsˈiːnɐ	2
62777	obnoxiously	ɒbnˈɒkʃəsli	2
62778	obliterator	əblˈɪtəɹˌe‍ɪtɐ	2
62779	obliquity	əblˈɪkwɪti	2
62780	oblation	əblˈe‍ɪti‍ən	2
62781	obfuscate	ˈɒbfəskˌe‍ɪt	2
62782	obelus	ˈə‍ʊbləs	2
62783	obduracy	ˈɒbdjɔːɹəsi	2
62784	oasts	ˈə‍ʊsts	2
62785	oarswoman	ˈɔːswʊmən	2
62786	oarlock	ˈɔːlɒk	2
62787	oared	ˈɔːd	2
62788	nymphets	nˈɪmfɪts	2
62789	nyctalopia	nˌɪktɐlˈə‍ʊpi‍ə	2
62790	numerators	njˈuːməɹˌe‍ɪtəz	2
62791	numeration	njˌuːməɹˈe‍ɪʃən	2
62792	numbles	nˈʌmbə‍lz	2
62793	nucleotide	njˈuːklɪˌɒta‍ɪd	2
62794	nucleon	njˈuːklɪən	2
62795	nucleate	njˈuːklɪˌe‍ɪt	2
62796	nubbly	nˈʌbli	2
62797	noxiousness	nˈɒkʃəsnəs	2
62798	novas	nˈə‍ʊvəz	2
62799	noshes	nˈɒʃɪz	2
62800	nosediving	nˈə‍ʊzda‍ɪvɪŋ	2
62801	nosecone	nˈə‍ʊskə‍ʊn	2
62802	noradrenalin	nˈɔːɹɐdɹˌɛnɐlˌɪn	2
62803	noons	nˈuːnz	2
62804	nonviolence	nˌɒnvˈa‍ɪ‍ələns	2
62805	nonuniform	nˌɒnjˈuːnɪfˌɔːm	2
62806	nonslip	nˌɒnslˈɪp	2
62807	nonproliferation	nˌɒnpɹəlˌɪfəɹˈe‍ɪʃən	2
62808	nonplused	nˌɒnplˈʌsd	2
62809	nonpayment	nˌɒnpˈe‍ɪmənt	2
62810	nongovernmental	nˌɒnɡˌʌvənmˈɛntə‍l	2
62811	nonevent	nˌɒnɪvˈɛnt	2
62812	nonesuch	nˌɒnˈɛsʌt‍ʃ	2
62813	nones	nˈʌnz	2
62814	nondisclosure	nˌɒndɪsklˈə‍ʊʒɐ	2
62815	nonbeliever	nˌɒnbɪlˈiːvɐ	2
62816	noddles	nˈɒdə‍lz	2
62817	nocturnally	nɒktˈɜːnə‍li	2
62818	noctiluca	nˈɒktɪlˌuːkɐ	2
62819	nocks	nˈɒks	2
62820	nobleness	nˈə‍ʊbə‍lnəs	2
62821	nixed	nˈɪkst	2
62822	nitrocellulose	nˌa‍ɪtɹə‍ʊsˈɛljuːlˌə‍ʊz	2
62823	nitrating	nˈa‍ɪtɹe‍ɪtɪŋ	2
62824	ninefold	nˈa‍ɪnfə‍ʊld	2
62825	nimblest	nˈɪmbləst	2
62826	nimbler	nˈɪmblɐ	2
62827	nimbleness	nˈɪmbə‍lnəs	2
62828	niggardly	nˈɪɡədli	2
62829	nidus	nˈɪdəs	2
62830	nictating	nˈɪkte‍ɪtɪŋ	2
62831	newscast	njˈuːzkɑːst	2
62832	neutrophil	njˈuːtɹəfˌɪl	2
62833	neurotically	njuːɹˈɒtɪkli	2
62834	neuroma	njuːɹˈə‍ʊmɐ	2
62835	nettled	nˈɛtə‍ld	2
62836	netiquette	nˌɛtɪkˈɛt	2
62837	nerveracking	nˈɜːvəɹˌækɪŋ	2
62838	nereid	nˈɛɹe‍ɪd	2
62839	nephron	nˈɛfɹɒn	2
62840	neophytes	nˈiːə‍ʊfˌa‍ɪts	2
62841	neologist	nˈiːə‍ʊlˌɒd‍ʒɪst	2
62842	neologisms	niːˈə‍ʊləd‍ʒˌɪzəmz	2
62843	neoliberalism	nˈiːə‍ʊlˌɪbəɹəlˌɪzəm	2
62844	neoliberal	nˈiːə‍ʊlˌɪbəɹə‍l	2
62845	neoclassic	nˌiːə‍ʊklˈæsɪk	2
62846	neighboured	nˈe‍ɪbəd	2
62847	neighbors	nˈe‍ɪbəz	2
62848	negativism	nˈɛɡɐtˌɪvɪzəm	2
62849	negativeness	nˈɛɡətˌɪvnəs	2
62850	negations	nɪɡˈe‍ɪʃənz	2
62851	necrophilic	nˌɛkɹəfˈɪlɪk	2
62852	necromancers	nˈɛkɹə‍ʊmˌɑːnsəz	2
62853	necklacing	nˈɛkləsɪŋ	2
62854	neckband	nˈɛkbænd	2
62855	neatening	nˈiːtənɪŋ	2
62856	neatened	nˈiːtənd	2
62857	navelwort	nˈe‍ɪvlwɔːt	2
62858	nauseatingly	nˈɔːsɪˌe‍ɪtɪŋli	2
62859	naughtily	nˈɔːtɪli	2
62860	naturopathy	nˌe‍ɪt‍ʃəɹˈɒpəθi	2
62861	nattily	nˈætɪli	2
62862	nattered	nˈætəd	2
62863	nationalises	nˈæʃənəlˌa‍ɪzɪz	2
62864	narking	nˈɑːkɪŋ	2
62865	nard	nˈɑːd	2
62866	naphthalene	nˈæfθe‍ɪlˌiːn	2
62867	napery	nˈe‍ɪpəɹi	2
62868	nanotube	nˌænə‍ʊtjˈuːb	2
62869	namer	nˈe‍ɪmɐ	2
62870	namelessness	nˈe‍ɪmləsnəs	2
62871	naiads	nˈe‍ɪædz	2
62872	naiad	nˈe‍ɪæd	2
62873	naffest	nˈæfəst	2
62874	naffer	nˈæfɐ	2
62875	nacreous	nˈækɹi‍əs	2
62876	mythically	mˈɪθɪkli	2
62877	mystification	mˌɪstɪfɪkˈe‍ɪʃən	2
62878	mysteriousness	mɪstˈi‍əɹɪəsnəs	2
62879	myotonia	mˌa‍ɪətˈə‍ʊni‍ə	2
62880	myosin	mˈa‍ɪəsˌɪn	2
62881	myna	mˈiːnɐ	2
62882	mycelia	ma‍ɪsˈiːli‍ə	2
62883	myalgia	ma‍ɪˈæld‍ʒɐ	2
62884	muzhik	mˈʌʒɪk	2
62885	mutualism	mjˈuːt‍ʃuːəlˌɪzəm	2
62886	muts	mˈʌts	2
62887	mutinying	mjˈuːtɪnɪɪŋ	2
62888	muteness	mjˈuːtnəs	2
62889	muskie	mˈʌski	2
62890	musicologists	mjˌuːzɪkˈɒləd‍ʒˌɪsts	2
62891	mushier	mˈʌʃɪɐ	2
62892	musettes	mjuːsˈɛts	2
62893	muscularly	mˈʌskjʊləli	2
62894	mure	mjˈɔː	2
62895	muniments	mjˈuːnɪmənts	2
62896	munificent	mjuːnˈɪfɪsənt	2
62897	mummifying	mˈʌmɪfˌa‍ɪɪŋ	2
62898	mumbly	mˈʌmbli	2
62899	multitudinous	mˌʌltɪtjˈuːdɪnəs	2
62900	multilayer	mˈʌltɪlˌe‍ɪɐ	2
62901	multicellular	mˌʌltɪsˈɛljʊlɐ	2
62902	mulligans	mˈʌlɪɡənz	2
62903	mulley	mˈʌli	2
62904	mujahedeen	mjˈuːd‍ʒɐhˌɛdiːn	2
62905	muffles	mˈʌfə‍lz	2
62906	mudflow	mˈʌdflə‍ʊ	2
62907	muddler	mˈʌdlɐ	2
62908	muddiness	mˈʌdɪnəs	2
62909	moveables	mˈuːvəbə‍lz	2
62910	mouthwashes	mˈa‍ʊθwɒʃɪz	2
62911	mouthier	mˈa‍ʊθɪɐ	2
62912	moustachio	ma‍ʊstˈæʃɪˌə‍ʊ	2
62913	mounter	mˈa‍ʊntɐ	2
62914	motioning	mˈə‍ʊʃənɪŋ	2
62915	motility	mə‍ʊtˈɪlɪti	2
62916	mothy	mˈɒθi	2
62917	motherliness	mˈʌðəlinəs	2
62918	moshed	mˈɒʃt	2
62919	mortising	mˈɔːta‍ɪzɪŋ	2
62920	mortifyingly	mˈɔːtɪfˌa‍ɪɪŋli	2
62921	mortarboards	mˈɔːtɑːbˌɔːdz	2
62922	moratoria	mˌɔːɹɐtˈɔːɹi‍ə	2
62923	moonfish	mˈuːnfɪʃ	2
62924	mooches	mˈuːt‍ʃɪz	2
62925	monumentalised	mˌɒnjuːmˈɛntəlˌa‍ɪzd	2
62926	monozygotic	mˌɒnə‍ʊzɪɡˈɒtɪk	2
62927	monotonously	mənˈɒtənəsli	2
62928	monotheist	mˈɒnə‍ʊθˌiːɪst	2
62929	monosyllable	mˈɒnə‍ʊsˌɪləbə‍l	2
62930	monosaccharide	mˈɒnə‍ʊsˌækɑːɹˌa‍ɪd	2
62931	monopolises	mənˈɒpəlˌa‍ɪzɪz	2
62932	monopolisation	mənˌɒpəla‍ɪzˈe‍ɪʃən	2
62933	monomorphic	mˌɒnə‍ʊmˈɔːfɪk	2
62934	monitory	mˈɒnɪtəɹˌi	2
62935	monikers	mˈɒnɪkəz	2
62936	mongoloid	mˈɒŋɡəlˌɔ‍ɪd	2
62937	mongeese	mˈɒnd‍ʒiːs	2
62938	moneybag	mˈʌnɪbˌæɡ	2
62939	monad	mˈɒnæd	2
62940	momently	mˈə‍ʊməntli	2
62941	molestations	məlɪstˈe‍ɪʃənz	2
62942	molded	mˈə‍ʊldɪd	2
62943	moisturises	mˈɔ‍ɪst‍ʃəɹˌa‍ɪzɪz	2
62944	modulators	mˈɒdjʊlˌe‍ɪtəz	2
62945	modulates	mˈɒdjʊlˌe‍ɪts	2
62946	modularity	mˌɒdjʊlˈæɹɪti	2
62947	modality	mə‍ʊdˈælɪti	2
62948	mocker	mˈɒkɐ	2
62949	mizzenmast	mˈɪzənmˌɑːst	2
62950	mistime	mɪstˈa‍ɪm	2
62951	misthrow	mɪsθɹˈə‍ʊ	2
62952	misspending	mɪsspˈɛndɪŋ	2
62953	missioner	mˈɪʃənɐ	2
62954	misshaped	mɪsʃˈe‍ɪpt	2
62955	misprision	mɪspɹˈɪʒən	2
62956	misnaming	mɪsnˈe‍ɪmɪŋ	2
62957	misinform	mˌɪsɪnfˈɔːm	2
62958	misguiding	mɪsɡˈa‍ɪdɪŋ	2
62959	misguide	mɪsɡˈa‍ɪd	2
62960	misfield	mˈɪsfiːld	2
62961	misericord	mˈa‍ɪzəɹˌɪkɔːd	2
62962	miserableness	mˈɪzɹəbə‍lnəs	2
62963	misdoings	mɪsdˈuːɪŋz	2
62964	miscuing	mɪskjˈuːɪŋ	2
62965	misconstruing	mɪskənstɹˈuːɪŋ	2
62966	misanthropy	mɪsˈænθɹəpi	2
62967	misadministration	mɪsɐdmˌɪnɪstɹˈe‍ɪʃən	2
62968	mirthlessly	mˈɜːθləsli	2
62969	mintier	mˈɪntɪɐ	2
62970	ministration	mˌɪnɪstɹˈe‍ɪʃən	2
62971	mineralogist	mˈɪnəɹˌæləd‍ʒˌɪst	2
62972	millenniums	mɪlˈɛni‍əmz	2
62973	militarist	mˈɪlɪtˌɑːɹɪst	2
62974	milia	mˈɪliɐ	2
62975	milden	mˈa‍ɪldən	2
62976	midsection	mɪdsˈɛkʃən	2
62977	midriffs	mˈɪdɹɪfs	2
62978	midribs	mˈɪdɹɪbz	2
62979	midrash	mˈɪdɹæʃ	2
62980	micrometers	mˈa‍ɪkɹə‍ʊmˌiːtəz	2
62981	micrograph	mˈa‍ɪkɹəɡɹˌæf	2
62982	microgram	mˈa‍ɪkɹə‍ʊɡɹˌæm	2
62983	microfilmed	mˈa‍ɪkɹə‍ʊfˌɪlmd	2
62984	microelectronics	mˌa‍ɪkɹə‍ʊˌɛlɪktɹˈɒnɪks	2
62985	microeconomics	mˌa‍ɪkɹə‍ʊˌiːkənˈɒmɪks	2
